Flag,Name,Addresses,MAC,Type,Maps,Services Down,Notes
up,Corporativo Nueva IP,201.174.170.238,Routerboar:E8:63:26,MikroTik,Total Gas,,
up,Grupo aries - Casa Muestra,10.108.4.2,CC:2D:E0:0A:CA:95,,Rosarito,,
up,Robledo-Agrobaja,10.1.2.177,,,Robledo,,
up,BPO REDIAL CALLCENTER,"10.118.4.6, 10.123.2.43",78:9A:18:A6:84:60,,CLIENTES FIBRA,,
up,GT-Transport / StartLink,10.10.15.156,,,STARLINK,,
down,IIMM Firewall Unifi,143.202.79.67,,,Cuahutemoc,ping,
up,IIMM,10.118.2.11,,,Cuahutemoc,,
up,Casa David,10.10.15.158,,MikroTik,Total Gas,,
up,CCA Group - PIMSA II,201.174.63.59,DC:2C:6E:77:A3:08,,CCA - Group { CANO CONSULTORES },,
up,CCA Group - Lopez Mateos CDF1,143.202.78.48,Routerboar:C7:65:0D,,CCA - Group { CANO CONSULTORES },,
up,CCA Group - Pimsa IV,143.202.78.151,74:4D:28:C9:8F:44,,CCA - Group { CANO CONSULTORES },,
up,CCA Group - Robledo,189.201.242.101,2C:C8:1B:E5:8C:24,,CCA - Group { CANO CONSULTORES },,
up,CCA Group - Calexico (5B),189.201.243.84,2C:C8:1B:E7:2C:04,,CCA - Group { CANO CONSULTORES },,
up,CCA Group - Lopez Mateos CDF2,143.202.78.27,48:8F:5A:DB:C0:13,,CCA - Group { CANO CONSULTORES },,
up,CCA Group - Calexico (Garita Nueva),189.201.243.89,Routerboar:6D:A0:BA,,CCA - Group { CANO CONSULTORES },,
down,CCA Group - Robinson,143.202.78.74,XEROXCORPO:00:06:00,,CCA - Group { CANO CONSULTORES },ping,
up,Redial BPO Redundancia Microonda,10.123.2.43,,,Cosmopolitan,,
up,STA: Delegacion Centro,10.109.3.17,28:70:4E:AA:FB:6F,,DELEGACIONES,,
up,Router: Delegacion Centro,10.109.4.17,D4:01:C3:85:D1:34,,DELEGACIONES,,
up,STA: Delegacion Cerro Colorado,10.102.3.11,,,DELEGACIONES,,
up,Router: Delegacion Cerro Colorado,10.102.4.11,D4:01:C3:85:CD:FF,,DELEGACIONES,,
up,STA: Delegacion La Meza,10.102.3.24,,,DELEGACIONES,,
up,Router: Delegacion la Meza,10.102.4.24,D4:01:C3:85:CE:6C,,DELEGACIONES,,
up,STA: Delegacion La Presa ALR,10.106.3.17,,,DELEGACIONES,,
up,Router: Delegacion la Presa ALR,10.106.4.17,D4:01:C3:85:D1:8C,,DELEGACIONES,,
up,STA: Delegacion Otay Centro,10.101.3.8,,,DELEGACIONES,,
up,Router: Delegacion Otay Centro,10.101.4.8,D4:01:C3:21:D2:E3,,DELEGACIONES,,
up,STA: Delegacion Playas de Tijuana,10.119.3.2,,,DELEGACIONES,,
up,STA: Delegacion Presa Este,10.106.3.11,,,DELEGACIONES,,
up,Router: Delegacion Presa Este,10.106.4.18,D4:01:C3:85:C6:46,,DELEGACIONES,,
up,STA: Delegacion San Antonio de los Buenos,10.113.9.15,,,DELEGACIONES,,
up,Router: Delegacion San Antonio de los Buenos,10.113.10.15,D4:01:C3:85:CC:B8,,DELEGACIONES,,
up,STA: Delegacion Sanchez Taboada,10.107.3.6,,,DELEGACIONES,,
up,Router: Sanchez Taboada,189.201.240.46,D4:01:C3:85:CD:8B,,DELEGACIONES,,
up,STA: SubDelegacion Sanchez Taboada,10.103.3.21,,,DELEGACIONES,,
up,Router: SubDelegacion Sanchez Taboada,10.103.4.21,48:8F:5A:DC:51:29,,DELEGACIONES,,
up,STA: Ayuntamiento de Tijuana - Natura,10.106.3.44,,,DELEGACIONES,,
up,Router: Ayuntamiento de Tijuana - Natura,10.106.4.44,,,DELEGACIONES,,
up,Router: DelegacionPlayas de Tijana,10.119.4.3,,,DELEGACIONES,,
up,REDIAL BPO REDUNDANCIA,10.123.2.43,,,CLIENTES FIBRA,,
up,MAMMA MIA COPORATIVO,10.118.4.60,78:9A:18:A6:82:7C,,CLIENTES FIBRA,,
up,AP - CadenaSpectro,10.106.2.41,,,Cerro Colorado,,
up,STA - SopectroCadena,10.106.2.42,,,Cerro Colorado,,
up,Yinyer,201.174.133.218,08:55:31:EB:33:4E,,Cuahutemoc,,
up,Jasco - Aru Cosmetics,201.174.63.7,2C:C8:1B:FC:A5:D8,,Robledo,,
up,SATA OFICINAS,143.202.78.28,62:C3:74:1B:81:03,,CLIENTES FIBRA,,
up,"I CENTRAL , BACK UP",10.10.15.94,,,Convergia,,
up,STA: SubDelegacion Los Pinos,10.102.3.13,,,DELEGACIONES,,
up,Router: SubDelegacion Los Pinos,10.102.4.13,,,DELEGACIONES,,
up,STA: SubDelegacionCamino Verde,10.101.3.9,,,DELEGACIONES,,
up,Router: SubDelegacion Camino verde,10.101.4.9,,,DELEGACIONES,,
up,STA: SubDelegacion Florido Mariano,10.115.3.7,,,DELEGACIONES,,
up,Router: SubDelegacion Florido Mariano,10.115.4.7,48:8F:5A:EE:61:24,,DELEGACIONES,,
up,STA: SubDelegacion Insurgentes,10.102.3.14,,,DELEGACIONES,,
up,Router: SubDelegacion Insurgentes,10.102.4.14,,,DELEGACIONES,,
up,STA: SubDelegacion Francisco Villa,10.113.9.6,,,DELEGACIONES,,
up,Router: SubDelegacion Francisco Villa,10.113.10.6,,,DELEGACIONES,,
up,Agencia Aduanal SAI - Calexico,201.174.63.244,64:D1:54:F0:15:EB,,Alamitos,,
up,STA - Gobierno del Estado de Baja California - ENSENADA,10.129.3.13,,,DELEGACIONES,,
up,Router - Gobierno del Estado de Baja California - ENSENADA,10.129.4.13,,,DELEGACIONES,,
up,Monitoreo de Luz - Cerro Viejo,10.129.3.253,Routerboar:02:B0:07,Monitoreo de Luz,MONITOREOS DE LUZ,,
up,Eco Los Arcos - E04521,10.10.15.162,,,STARLINK,,
